Year,st,State,Gini,,,
1933,4,Arkansas,0.36,,,
1933,5,California,0.44,,,
1933,6,Colorado,0.44,,,
1933,7,Connecticut,0.49,,,
1933,8,Delaware,0.64,,,
1933,9,District of Columbia,0.38,,,
1933,10,Florida,0.46,,,
1933,11,Georgia,0.41,,,
1933,13,Idaho,0.31,,,
1933,14,Illinois,0.47,,,
1933,15,Indiana,0.41,,,
1933,16,Iowa,0.39,,,
1933,17,Kansas,0.40,,,
1933,18,Kentucky,0.43,,,
1933,19,Louisiana,0.38,,,
1933,20,Maine,0.46,,,
1933,21,Maryland,0.45,,,
1933,22,Massachusetts,0.47,,,
1933,23,Michigan,0.43,,,
1933,24,Minnesota,0.44,,,
1933,25,Mississippi,0.39,,,
1933,26,Missouri,0.44,,,
1933,27,Montana,0.33,,,
1933,28,Nebraska,0.40,,,
1933,29,Nevada,0.41,,,
1933,30,New Hampshire,0.45,,,
1933,31,New Jersey,0.45,,,
1933,32,New Mexico,0.33,,,
1933,33,New York,0.53,,,
1933,34,North Carolina,0.45,,,
1933,35,North Dakota,0.34,,,
1933,36,Ohio,0.44,,,
1933,37,Oklahoma,0.41,,,
1933,38,Oregon,0.35,,,
1933,39,Pennsylvania,0.47,,,
1933,40,Rhode Island,0.50,,,
1933,41,South Carolina,0.39,,,
1933,42,South Dakota,0.38,,,
1933,43,Tennessee,0.41,,,
1933,44,Texas,0.41,,,
1933,45,Utah,0.39,,,
1933,46,Vermont,0.37,,,
1933,47,Virginia,0.41,,,
1933,48,Washington,0.34,,,
1933,49,West Virginia,0.40,,,
1933,50,Wisconsin,0.44,,,
1933,51,Wyoming,0.39,,,
1934,0,United States,0.46,,,
1934,1,Alabama,0.39,,,
1934,3,Arizona,0.35,,,
1934,4,Arkansas,0.39,,,
1934,5,California,0.43,,,
1934,6,Colorado,0.44,,,
1934,7,Connecticut,0.49,,,
1934,8,Delaware,0.66,,,
1934,9,District of Columbia,0.37,,,
1934,10,Florida,0.47,,,
1934,11,Georgia,0.42,,,
1934,13,Idaho,0.33,,,
1934,14,Illinois,0.45,,,
1934,15,Indiana,0.43,,,
1934,16,Iowa,0.41,,,
1934,17,Kansas,0.41,,,
1934,18,Kentucky,0.43,,,
1934,19,Louisiana,0.40,,,
1934,20,Maine,0.46,,,
1934,21,Maryland,0.44,,,
1934,22,Massachusetts,0.47,,,
1934,23,Michigan,0.44,,,
1934,24,Minnesota,0.44,,,
1934,25,Mississippi,0.41,,,
1934,26,Missouri,0.45,,,
1934,27,Montana,0.33,,,
1934,28,Nebraska,0.41,,,
1934,29,Nevada,0.40,,,
1934,30,New Hampshire,0.45,,,
1934,31,New Jersey,0.44,,,
1934,32,New Mexico,0.36,,,
1934,33,New York,0.51,,,
1934,34,North Carolina,0.46,,,
1934,35,North Dakota,0.35,,,
1934,36,Ohio,0.44,,,
1934,37,Oklahoma,0.41,,,
1934,38,Oregon,0.39,,,
1934,39,Pennsylvania,0.47,,,
1934,40,Rhode Island,0.49,,,
1934,41,South Carolina,0.41,,,
1934,42,South Dakota,0.37,,,
1934,43,Tennessee,0.43,,,
1934,44,Texas,0.42,,,
1934,45,Utah,0.39,,,
1934,46,Vermont,0.39,,,
1934,47,Virginia,0.42,,,
1934,48,Washington,0.37,,,
1934,49,West Virginia,0.40,,,
1934,50,Wisconsin,0.45,,,
1934,51,Wyoming,0.38,,,
1935,0,United States,0.46,,,
1935,1,Alabama,0.39,,,
1935,3,Arizona,0.36,,,
1935,4,Arkansas,0.39,,,
1935,5,California,0.43,,,
1935,6,Colorado,0.45,,,
1935,7,Connecticut,0.51,,,
1935,8,Delaware,0.67,,,
1935,9,District of Columbia,0.40,,,
1935,10,Florida,0.49,,,
1935,11,Georgia,0.41,,,
1935,13,Idaho,0.33,,,
1935,14,Illinois,0.46,,,
1935,15,Indiana,0.43,,,
1935,16,Iowa,0.40,,,
1935,17,Kansas,0.40,,,
1935,18,Kentucky,0.44,,,
1935,19,Louisiana,0.41,,,
1935,20,Maine,0.46,,,
1935,21,Maryland,0.45,,,
1935,22,Massachusetts,0.47,,,
1935,23,Michigan,0.46,,,
1935,24,Minnesota,0.45,,,
1935,25,Mississippi,0.42,,,
1935,26,Missouri,0.45,,,
1935,27,Montana,0.34,,,
1935,28,Nebraska,0.40,,,
1935,29,Nevada,0.44,,,
1935,30,New Hampshire,0.45,,,
1935,31,New Jersey,0.46,,,
1935,32,New Mexico,0.35,,,
1935,33,New York,0.51,,,
1935,34,North Carolina,0.46,,,
1935,35,North Dakota,0.34,,,
1935,36,Ohio,0.45,,,
1935,37,Oklahoma,0.41,,,
1935,38,Oregon,0.39,,,
1935,39,Pennsylvania,0.46,,,
1935,40,Rhode Island,0.50,,,
1935,41,South Carolina,0.39,,,
1935,42,South Dakota,0.37,,,
1935,43,Tennessee,0.41,,,
1935,44,Texas,0.43,,,
1935,45,Utah,0.39,,,
1935,46,Vermont,0.38,,,
1935,47,Virginia,0.41,,,
1935,48,Washington,0.36,,,
1935,49,West Virginia,0.41,,,
1935,50,Wisconsin,0.42,,,
1935,51,Wyoming,0.38,,,
1936,0,United States,0.49,,,
1936,1,Alabama,0.43,,,
1936,3,Arizona,0.38,,,
1936,4,Arkansas,0.43,,,
1936,5,California,0.47,,,
1936,6,Colorado,0.48,,,
1936,7,Connecticut,0.54,,,
1936,8,Delaware,0.71,,,
1936,9,District of Columbia,0.40,,,
1936,10,Florida,0.54,,,
1936,11,Georgia,0.46,,,
1936,13,Idaho,0.34,,,
1936,14,Illinois,0.49,,,
1936,15,Indiana,0.45,,,
1936,16,Iowa,0.42,,,
1936,17,Kansas,0.41,,,
1936,18,Kentucky,0.45,,,
1936,19,Louisiana,0.46,,,
1936,20,Maine,0.49,,,
1936,21,Maryland,0.47,,,
1936,22,Massachusetts,0.50,,,
1936,23,Michigan,0.47,,,
1936,24,Minnesota,0.47,,,
1936,25,Mississippi,0.44,,,
1936,26,Missouri,0.48,,,
1936,27,Montana,0.35,,,
1936,28,Nebraska,0.41,,,
1936,29,Nevada,0.47,,,
1936,30,New Hampshire,0.48,,,
1936,31,New Jersey,0.47,,,
1936,32,New Mexico,0.37,,,
1936,33,New York,0.54,,,
1936,34,North Carolina,0.49,,,
1936,35,North Dakota,0.36,,,
1936,36,Ohio,0.47,,,
1936,37,Oklahoma,0.45,,,
1936,38,Oregon,0.42,,,
1936,39,Pennsylvania,0.49,,,
1936,40,Rhode Island,0.52,,,
1936,41,South Carolina,0.42,,,
1936,42,South Dakota,0.38,,,
1936,43,Tennessee,0.44,,,
1936,44,Texas,0.45,,,
1936,45,Utah,0.42,,,
1936,46,Vermont,0.42,,,
1936,47,Virginia,0.44,,,
1936,48,Washington,0.40,,,
1936,49,West Virginia,0.43,,,
1936,50,Wisconsin,0.46,,,
1936,51,Wyoming,0.39,,,
1937,0,United States,0.46,,,
1937,1,Alabama,0.42,,,
1937,3,Arizona,0.36,,,
1937,4,Arkansas,0.41,,,
1937,5,California,0.44,,,
1937,6,Colorado,0.46,,,
1937,7,Connecticut,0.52,,,
1937,8,Delaware,0.69,,,
1937,9,District of Columbia,0.40,,,
1937,10,Florida,0.53,,,
1937,11,Georgia,0.43,,,
1937,13,Idaho,0.33,,,
1937,14,Illinois,0.47,,,
1937,15,Indiana,0.43,,,
1937,16,Iowa,0.41,,,
1937,17,Kansas,0.41,,,
1937,18,Kentucky,0.43,,,
1937,19,Louisiana,0.43,,,
1937,20,Maine,0.48,,,
1937,21,Maryland,0.45,,,
1937,22,Massachusetts,0.47,,,
1937,23,Michigan,0.44,,,
1937,24,Minnesota,0.44,,,
1937,25,Mississippi,0.43,,,
1937,26,Missouri,0.47,,,
1937,27,Montana,0.33,,,
1937,28,Nebraska,0.40,,,
1937,29,Nevada,0.46,,,
1937,30,New Hampshire,0.47,,,
1937,31,New Jersey,0.45,,,
1937,32,New Mexico,0.37,,,
1937,33,New York,0.51,,,
1937,34,North Carolina,0.48,,,
1937,35,North Dakota,0.36,,,
1937,36,Ohio,0.46,,,
1937,37,Oklahoma,0.44,,,
1937,38,Oregon,0.40,,,
1937,39,Pennsylvania,0.44,,,
1937,40,Rhode Island,0.50,,,
1937,41,South Carolina,0.42,,,
1937,42,South Dakota,0.37,,,
1937,43,Tennessee,0.43,,,
1937,44,Texas,0.43,,,
1937,45,Utah,0.40,,,
1937,46,Vermont,0.42,,,
1937,47,Virginia,0.43,,,
1937,48,Washington,0.39,,,
1937,49,West Virginia,0.40,,,
1937,50,Wisconsin,0.43,,,
1937,51,Wyoming,0.38,,,
1938,0,United States,0.47,,,
1938,1,Alabama,0.43,,,
1938,3,Arizona,0.41,,,
1938,4,Arkansas,0.44,,,
1938,5,California,0.47,,,
1938,6,Colorado,0.48,,,
1938,7,Connecticut,0.51,,,
1938,8,Delaware,0.67,,,
1938,9,District of Columbia,0.39,,,
1938,10,Florida,0.57,,,
1938,11,Georgia,0.44,,,
1938,13,Idaho,0.37,,,
1938,14,Illinois,0.46,,,
1938,15,Indiana,0.43,,,
1938,16,Iowa,0.42,,,
1938,17,Kansas,0.46,,,
1938,18,Kentucky,0.45,,,
1938,19,Louisiana,0.44,,,
1938,20,Maine,0.58,,,
1938,21,Maryland,0.45,,,
1938,22,Massachusetts,0.47,,,
1938,23,Michigan,0.44,,,
1938,24,Minnesota,0.43,,,
1938,25,Mississippi,0.46,,,
1938,26,Missouri,0.47,,,
1938,27,Montana,0.35,,,
1938,28,Nebraska,0.43,,,
1938,29,Nevada,0.47,,,
1938,30,New Hampshire,0.46,,,
1938,31,New Jersey,0.45,,,
1938,32,New Mexico,0.40,,,
1938,33,New York,0.51,,,
1938,34,North Carolina,0.47,,,
1938,35,North Dakota,0.40,,,
1938,36,Ohio,0.45,,,
1938,37,Oklahoma,0.48,,,
1938,38,Oregon,0.42,,,
1938,39,Pennsylvania,0.44,,,
1938,40,Rhode Island,0.49,,,
1938,41,South Carolina,0.42,,,
1938,42,South Dakota,0.42,,,
1938,43,Tennessee,0.42,,,
1938,44,Texas,0.46,,,
1938,45,Utah,0.41,,,
1938,46,Vermont,0.40,,,
1938,47,Virginia,0.42,,,
1938,48,Washington,0.38,,,
1938,49,West Virginia,0.41,,,
1938,50,Wisconsin,0.44,,,
1938,51,Wyoming,0.41,,,
1939,0,United States,0.44,,,
1939,1,Alabama,0.41,,,
1939,3,Arizona,0.38,,,
1939,4,Arkansas,0.43,,,
1939,5,California,0.43,,,
1939,6,Colorado,0.44,,,
1939,7,Connecticut,0.48,,,
1939,8,Delaware,0.72,,,
1939,9,District of Columbia,0.38,,,
1939,10,Florida,0.53,,,
1939,11,Georgia,0.42,,,
1939,13,Idaho,0.37,,,
1939,14,Illinois,0.43,,,
1939,15,Indiana,0.41,,,
1939,16,Iowa,0.41,,,
1939,17,Kansas,0.43,,,
1939,18,Kentucky,0.42,,,
1939,19,Louisiana,0.43,,,
1939,20,Maine,0.46,,,
1939,21,Maryland,0.42,,,
1939,22,Massachusetts,0.43,,,
1939,23,Michigan,0.43,,,
1939,24,Minnesota,0.42,,,
1939,25,Mississippi,0.43,,,
1939,26,Missouri,0.46,,,
1939,27,Montana,0.34,,,
1939,28,Nebraska,0.40,,,
1939,29,Nevada,0.46,,,
1939,30,New Hampshire,0.45,,,
1939,31,New Jersey,0.42,,,
1939,32,New Mexico,0.39,,,
1939,33,New York,0.47,,,
1939,34,North Carolina,0.47,,,
1939,35,North Dakota,0.38,,,
1939,36,Ohio,0.43,,,
1939,37,Oklahoma,0.45,,,
1939,38,Oregon,0.40,,,
1939,39,Pennsylvania,0.45,,,
1939,40,Rhode Island,0.47,,,
1939,41,South Carolina,0.41,,,
1939,42,South Dakota,0.40,,,
1939,43,Tennessee,0.42,,,
1939,44,Texas,0.43,,,
1939,45,Utah,0.39,,,
1939,46,Vermont,0.39,,,
1939,47,Virginia,0.41,,,
1939,48,Washington,0.37,,,
1939,49,West Virginia,0.39,,,
1939,50,Wisconsin,0.41,,,
1939,51,Wyoming,0.43,,,
1940,0,United States,0.40,,,
1940,1,Alabama,0.39,,,
1940,3,Arizona,0.36,,,
1940,4,Arkansas,0.40,,,
1940,5,California,0.39,,,
1940,6,Colorado,0.38,,,
1940,7,Connecticut,0.41,,,
1940,8,Delaware,0.67,,,
1940,9,District of Columbia,0.38,,,
1940,10,Florida,0.50,,,
1940,11,Georgia,0.41,,,
1940,13,Idaho,0.35,,,
1940,14,Illinois,0.38,,,
1940,15,Indiana,0.35,,,
1940,16,Iowa,0.37,,,
1940,17,Kansas,0.39,,,
1940,18,Kentucky,0.37,,,
1940,19,Louisiana,0.40,,,
1940,20,Maine,0.42,,,
1940,21,Maryland,0.40,,,
1940,22,Massachusetts,0.38,,,
1940,23,Michigan,0.34,,,
1940,24,Minnesota,0.36,,,
1940,25,Mississippi,0.41,,,
1940,26,Missouri,0.41,,,
1940,27,Montana,0.34,,,
1940,28,Nebraska,0.39,,,
1940,29,Nevada,0.40,,,
1940,30,New Hampshire,0.40,,,
1940,31,New Jersey,0.38,,,
1940,32,New Mexico,0.38,,,
1940,33,New York,0.43,,,
1940,34,North Carolina,0.43,,,
1940,35,North Dakota,0.35,,,
1940,36,Ohio,0.36,,,
1940,37,Oklahoma,0.40,,,
1940,38,Oregon,0.37,,,
1940,39,Pennsylvania,0.39,,,
1940,40,Rhode Island,0.42,,,
1940,41,South Carolina,0.40,,,
1940,42,South Dakota,0.38,,,
1940,43,Tennessee,0.40,,,
1940,44,Texas,0.40,,,
1940,45,Utah,0.34,,,
1940,46,Vermont,0.39,,,
1940,47,Virginia,0.38,,,
1940,48,Washington,0.34,,,
1940,49,West Virginia,0.35,,,
1940,50,Wisconsin,0.36,,,
1940,51,Wyoming,0.37,,,
1941,0,United States,0.41,,,
1941,1,Alabama,0.43,,,
1941,3,Arizona,0.40,,,
1941,4,Arkansas,0.43,,,
1941,5,California,0.41,,,
1941,6,Colorado,0.43,,,
1941,7,Connecticut,0.44,,,
1941,8,Delaware,0.61,,,
1941,9,District of Columbia,0.41,,,
1941,10,Florida,0.49,,,
1941,11,Georgia,0.44,,,
1941,13,Idaho,0.35,,,
1941,14,Illinois,0.42,,,
1941,15,Indiana,0.37,,,
1941,16,Iowa,0.37,,,
1941,17,Kansas,0.39,,,
1941,18,Kentucky,0.37,,,
1941,19,Louisiana,0.43,,,
1941,20,Maine,0.40,,,
1941,21,Maryland,0.38,,,
1941,22,Massachusetts,0.42,,,
1941,23,Michigan,0.35,,,
1941,24,Minnesota,0.36,,,
1941,25,Mississippi,0.44,,,
1941,26,Missouri,0.40,,,
1941,27,Montana,0.37,,,
1941,28,Nebraska,0.40,,,
1941,29,Nevada,0.41,,,
1941,30,New Hampshire,0.41,,,
1941,31,New Jersey,0.38,,,
1941,32,New Mexico,0.39,,,
1941,33,New York,0.45,,,
1941,34,North Carolina,0.43,,,
1941,35,North Dakota,0.35,,,
1941,36,Ohio,0.38,,,
1941,37,Oklahoma,0.40,,,
1941,38,Oregon,0.40,,,
1941,39,Pennsylvania,0.40,,,
1941,40,Rhode Island,0.41,,,
1941,41,South Carolina,0.41,,,
1941,42,South Dakota,0.36,,,
1941,43,Tennessee,0.42,,,
1941,44,Texas,0.42,,,
1941,45,Utah,0.36,,,
1941,46,Vermont,0.38,,,
1941,47,Virginia,0.38,,,
1941,48,Washington,0.37,,,
1941,49,West Virginia,0.35,,,
1941,50,Wisconsin,0.37,,,
1941,51,Wyoming,0.40,,,
1942,0,United States,0.43,,,
1942,1,Alabama,0.44,,,
1942,3,Arizona,0.41,,,
1942,4,Arkansas,0.44,,,
1942,5,California,0.39,,,
1942,6,Colorado,0.44,,,
1942,7,Connecticut,0.41,,,
1942,8,Delaware,0.52,,,
1942,9,District of Columbia,0.42,,,
1942,10,Florida,0.48,,,
1942,11,Georgia,0.48,,,
1942,13,Idaho,0.37,,,
1942,14,Illinois,0.43,,,
1942,15,Indiana,0.39,,,
1942,16,Iowa,0.40,,,
1942,17,Kansas,0.42,,,
1942,18,Kentucky,0.40,,,
1942,19,Louisiana,0.45,,,
1942,20,Maine,0.43,,,
1942,21,Maryland,0.41,,,
1942,22,Massachusetts,0.43,,,
1942,23,Michigan,0.37,,,
1942,24,Minnesota,0.40,,,
1942,25,Mississippi,0.48,,,
1942,26,Missouri,0.43,,,
1942,27,Montana,0.42,,,
1942,28,Nebraska,0.43,,,
1942,29,Nevada,0.40,,,
1942,30,New Hampshire,0.42,,,
1942,31,New Jersey,0.42,,,
1942,32,New Mexico,0.44,,,
1942,33,New York,0.46,,,
1942,34,North Carolina,0.44,,,
1942,35,North Dakota,0.38,,,
1942,36,Ohio,0.40,,,
1942,37,Oklahoma,0.43,,,
1942,38,Oregon,0.41,,,
1942,39,Pennsylvania,0.42,,,
1942,40,Rhode Island,0.43,,,
1942,41,South Carolina,0.42,,,
1942,42,South Dakota,0.39,,,
1942,43,Tennessee,0.44,,,
1942,44,Texas,0.44,,,
1942,45,Utah,0.34,,,
1942,46,Vermont,0.43,,,
1942,47,Virginia,0.40,,,
1942,48,Washington,0.36,,,
1942,49,West Virginia,0.39,,,
1942,50,Wisconsin,0.40,,,
1942,51,Wyoming,0.43,,,
1943,0,United States,0.40,,,
1943,1,Alabama,0.39,,,
1943,3,Arizona,0.36,,,
1943,4,Arkansas,0.42,,,
1943,5,California,0.36,,,
1943,6,Colorado,0.40,,,
1943,7,Connecticut,0.39,,,
1943,8,Delaware,0.47,,,
1943,9,District of Columbia,0.39,,,
1943,10,Florida,0.45,,,
1943,11,Georgia,0.42,,,
1943,13,Idaho,0.32,,,
1943,14,Illinois,0.40,,,
1943,15,Indiana,0.36,,,
1943,16,Iowa,0.40,,,
1943,17,Kansas,0.39,,,
1943,18,Kentucky,0.36,,,
1943,19,Louisiana,0.38,,,
1943,20,Maine,0.38,,,
1943,21,Maryland,0.40,,,
1943,22,Massachusetts,0.39,,,
1943,23,Michigan,0.36,,,
1943,24,Minnesota,0.39,,,
1943,25,Mississippi,0.44,,,
1943,26,Missouri,0.40,,,
1943,27,Montana,0.37,,,
1943,28,Nebraska,0.40,,,
1943,29,Nevada,0.36,,,
1943,30,New Hampshire,0.35,,,
1943,31,New Jersey,0.37,,,
1943,32,New Mexico,0.36,,,
1943,33,New York,0.42,,,
1943,34,North Carolina,0.40,,,
1943,35,North Dakota,0.40,,,
1943,36,Ohio,0.37,,,
1943,37,Oklahoma,0.39,,,
1943,38,Oregon,0.38,,,
1943,39,Pennsylvania,0.38,,,
1943,40,Rhode Island,0.38,,,
1943,41,South Carolina,0.40,,,
1943,42,South Dakota,0.40,,,
1943,43,Tennessee,0.40,,,
1943,44,Texas,0.39,,,
1943,45,Utah,0.34,,,
1943,46,Vermont,0.37,,,
1943,47,Virginia,0.40,,,
1943,48,Washington,0.32,,,
1943,49,West Virginia,0.35,,,
1943,50,Wisconsin,0.39,,,
1943,51,Wyoming,0.38,,,
1944,0,United States,0.42,,,
1944,1,Alabama,0.42,,,
1944,3,Arizona,0.39,,,
1944,4,Arkansas,0.44,,,
1944,5,California,0.39,,,
1944,6,Colorado,0.43,,,
1944,7,Connecticut,0.41,,,
1944,8,Delaware,0.50,,,
1944,9,District of Columbia,0.41,,,
1944,10,Florida,0.47,,,
1944,11,Georgia,0.45,,,
1944,13,Idaho,0.36,,,
1944,14,Illinois,0.42,,,
1944,15,Indiana,0.38,,,
1944,16,Iowa,0.42,,,
1944,17,Kansas,0.43,,,
1944,18,Kentucky,0.40,,,
1944,19,Louisiana,0.41,,,
1944,20,Maine,0.42,,,
1944,21,Maryland,0.42,,,
1944,22,Massachusetts,0.41,,,
1944,23,Michigan,0.40,,,
1944,24,Minnesota,0.42,,,
1944,25,Mississippi,0.46,,,
1944,26,Missouri,0.43,,,
1944,27,Montana,0.40,,,
1944,28,Nebraska,0.43,,,
1944,29,Nevada,0.39,,,
1944,30,New Hampshire,0.39,,,
1944,31,New Jersey,0.39,,,
1944,32,New Mexico,0.40,,,
1944,33,New York,0.44,,,
1944,34,North Carolina,0.43,,,
1944,35,North Dakota,0.43,,,
1944,36,Ohio,0.40,,,
1944,37,Oklahoma,0.41,,,
1944,38,Oregon,0.40,,,
1944,39,Pennsylvania,0.41,,,
1944,40,Rhode Island,0.42,,,
1944,41,South Carolina,0.42,,,
1944,42,South Dakota,0.43,,,
1944,43,Tennessee,0.43,,,
1944,44,Texas,0.41,,,
1944,45,Utah,0.38,,,
1944,46,Vermont,0.41,,,
1944,47,Virginia,0.42,,,
1944,48,Washington,0.35,,,
1944,49,West Virginia,0.38,,,
1944,50,Wisconsin,0.41,,,
1944,51,Wyoming,0.40,,,
1945,0,United States,0.45,,,
1945,1,Alabama,0.45,,,
1945,3,Arizona,0.41,,,
1945,4,Arkansas,0.47,,,
1945,5,California,0.41,,,
1945,6,Colorado,0.46,,,
1945,7,Connecticut,0.44,,,
1945,8,Delaware,0.54,,,
1945,9,District of Columbia,0.43,,,
1945,10,Florida,0.50,,,
1945,11,Georgia,0.48,,,
1945,13,Idaho,0.40,,,
1945,14,Illinois,0.44,,,
1945,15,Indiana,0.41,,,
1945,16,Iowa,0.44,,,
1945,17,Kansas,0.47,,,
1945,18,Kentucky,0.44,,,
1945,19,Louisiana,0.44,,,
1945,20,Maine,0.45,,,
1945,21,Maryland,0.44,,,
1945,22,Massachusetts,0.44,,,
1945,23,Michigan,0.43,,,
1945,24,Minnesota,0.45,,,
1945,25,Mississippi,0.48,,,
1945,26,Missouri,0.46,,,
1945,27,Montana,0.43,,,
1945,28,Nebraska,0.45,,,
1945,29,Nevada,0.41,,,
1945,30,New Hampshire,0.43,,,
1945,31,New Jersey,0.42,,,
1945,32,New Mexico,0.43,,,
1945,33,New York,0.47,,,
1945,34,North Carolina,0.46,,,
1945,35,North Dakota,0.45,,,
1945,36,Ohio,0.43,,,
1945,37,Oklahoma,0.43,,,
1945,38,Oregon,0.43,,,
1945,39,Pennsylvania,0.44,,,
1945,40,Rhode Island,0.45,,,
1945,41,South Carolina,0.45,,,
1945,42,South Dakota,0.46,,,
1945,43,Tennessee,0.46,,,
1945,44,Texas,0.43,,,
1945,45,Utah,0.42,,,
1945,46,Vermont,0.45,,,
1945,47,Virginia,0.45,,,
1945,48,Washington,0.38,,,
1945,49,West Virginia,0.41,,,
1945,50,Wisconsin,0.43,,,
1945,51,Wyoming,0.43,,,
1946,0,United States,0.44,,,
1946,1,Alabama,0.45,,,
1946,3,Arizona,0.41,,,
1946,4,Arkansas,0.48,,,
1946,5,California,0.41,,,
1946,6,Colorado,0.46,,,
1946,7,Connecticut,0.45,,,
1946,8,Delaware,0.51,,,
1946,9,District of Columbia,0.42,,,
1946,10,Florida,0.48,,,
1946,11,Georgia,0.44,,,
1946,13,Idaho,0.37,,,
1946,14,Illinois,0.44,,,
1946,15,Indiana,0.41,,,
1946,16,Iowa,0.43,,,
1946,17,Kansas,0.44,,,
1946,18,Kentucky,0.44,,,
1946,19,Louisiana,0.43,,,
1946,20,Maine,0.44,,,
1946,21,Maryland,0.43,,,
1946,22,Massachusetts,0.43,,,
1946,23,Michigan,0.42,,,
1946,24,Minnesota,0.45,,,
1946,25,Mississippi,0.48,,,
1946,26,Missouri,0.45,,,
1946,27,Montana,0.43,,,
1946,28,Nebraska,0.45,,,
1946,29,Nevada,0.41,,,
1946,30,New Hampshire,0.43,,,
1946,31,New Jersey,0.42,,,
1946,32,New Mexico,0.42,,,
1946,33,New York,0.47,,,
1946,34,North Carolina,0.45,,,
1946,35,North Dakota,0.44,,,
1946,36,Ohio,0.42,,,
1946,37,Oklahoma,0.39,,,
1946,38,Oregon,0.43,,,
1946,39,Pennsylvania,0.43,,,
1946,40,Rhode Island,0.43,,,
1946,41,South Carolina,0.44,,,
1946,42,South Dakota,0.44,,,
1946,43,Tennessee,0.46,,,
1946,44,Texas,0.43,,,
1946,45,Utah,0.43,,,
1946,46,Vermont,0.43,,,
1946,47,Virginia,0.44,,,
1946,48,Washington,0.37,,,
1946,49,West Virginia,0.42,,,
1946,50,Wisconsin,0.42,,,
1946,51,Wyoming,0.42,,,
1947,0,United States,0.42,,,
1947,1,Alabama,0.42,,,
1947,3,Arizona,0.37,,,
1947,4,Arkansas,0.45,,,
1947,5,California,0.38,,,
1947,6,Colorado,0.46,,,
1947,7,Connecticut,0.41,,,
1947,8,Delaware,0.50,,,
1947,9,District of Columbia,0.40,,,
1947,10,Florida,0.47,,,
1947,11,Georgia,0.44,,,
1947,13,Idaho,0.38,,,
1947,14,Illinois,0.42,,,
1947,15,Indiana,0.39,,,
1947,16,Iowa,0.43,,,
1947,17,Kansas,0.43,,,
1947,18,Kentucky,0.43,,,
1947,19,Louisiana,0.40,,,
1947,20,Maine,0.44,,,
1947,21,Maryland,0.42,,,
1947,22,Massachusetts,0.42,,,
1947,23,Michigan,0.36,,,
1947,24,Minnesota,0.43,,,
1947,25,Mississippi,0.45,,,
1947,26,Missouri,0.44,,,
1947,27,Montana,0.43,,,
1947,28,Nebraska,0.43,,,
1947,29,Nevada,0.36,,,
1947,30,New Hampshire,0.43,,,
1947,31,New Jersey,0.40,,,
1947,32,New Mexico,0.41,,,
1947,33,New York,0.45,,,
1947,34,North Carolina,0.43,,,
1947,35,North Dakota,0.45,,,
1947,36,Ohio,0.40,,,
1947,37,Oklahoma,0.38,,,
1947,38,Oregon,0.40,,,
1947,39,Pennsylvania,0.41,,,
1947,40,Rhode Island,0.39,,,
1947,41,South Carolina,0.42,,,
1947,42,South Dakota,0.45,,,
1947,43,Tennessee,0.43,,,
1947,44,Texas,0.42,,,
1947,45,Utah,0.39,,,
1947,46,Vermont,0.43,,,
1947,47,Virginia,0.42,,,
1947,48,Washington,0.35,,,
1947,49,West Virginia,0.40,,,
1947,50,Wisconsin,0.41,,,
1947,51,Wyoming,0.41,,,
1948,0,United States,0.43,,,
1948,1,Alabama,0.42,,,
1948,3,Arizona,0.40,,,
1948,4,Arkansas,0.44,,,
1948,5,California,0.42,,,
1948,6,Colorado,0.45,,,
1948,7,Connecticut,0.42,,,
1948,8,Delaware,0.49,,,
1948,9,District of Columbia,0.44,,,
1948,10,Florida,0.45,,,
1948,11,Georgia,0.42,,,
1948,13,Idaho,0.43,,,
1948,14,Illinois,0.42,,,
1948,15,Indiana,0.40,,,
1948,16,Iowa,0.42,,,
1948,17,Kansas,0.45,,,
1948,18,Kentucky,0.42,,,
1948,19,Louisiana,0.44,,,
1948,20,Maine,0.43,,,
1948,21,Maryland,0.41,,,
1948,22,Massachusetts,0.41,,,
1948,23,Michigan,0.39,,,
1948,24,Minnesota,0.44,,,
1948,25,Mississippi,0.46,,,
1948,26,Missouri,0.43,,,
1948,27,Montana,0.43,,,
1948,28,Nebraska,0.44,,,
1948,29,Nevada,0.42,,,
1948,30,New Hampshire,0.39,,,
1948,31,New Jersey,0.40,,,
1948,32,New Mexico,0.44,,,
1948,33,New York,0.45,,,
1948,34,North Carolina,0.43,,,
1948,35,North Dakota,0.44,,,
1948,36,Ohio,0.40,,,
1948,37,Oklahoma,0.43,,,
1948,38,Oregon,0.42,,,
1948,39,Pennsylvania,0.39,,,
1948,40,Rhode Island,0.40,,,
1948,41,South Carolina,0.42,,,
1948,42,South Dakota,0.44,,,
1948,43,Tennessee,0.43,,,
1948,44,Texas,0.46,,,
1948,45,Utah,0.38,,,
1948,46,Vermont,0.42,,,
1948,47,Virginia,0.41,,,
1948,48,Washington,0.40,,,
1948,49,West Virginia,0.40,,,
1948,50,Wisconsin,0.40,,,
1948,51,Wyoming,0.42,,,
1949,0,United States,0.43,,,
1949,1,Alabama,0.42,,,
1949,3,Arizona,0.39,,,
1949,4,Arkansas,0.42,,,
1949,5,California,0.42,,,
1949,6,Colorado,0.43,,,
1949,7,Connecticut,0.44,,,
1949,8,Delaware,0.54,,,
