Year,st,State,Gini,,,
1949,9,District of Columbia,0.40,,,
1949,10,Florida,0.44,,,
1949,11,Georgia,0.42,,,
1949,13,Idaho,0.41,,,
1949,14,Illinois,0.41,,,
1949,15,Indiana,0.40,,,
1949,16,Iowa,0.41,,,
1949,17,Kansas,0.44,,,
1949,18,Kentucky,0.42,,,
1949,19,Louisiana,0.43,,,
1949,20,Maine,0.42,,,
1949,21,Maryland,0.42,,,
1949,22,Massachusetts,0.40,,,
1949,23,Michigan,0.40,,,
1949,24,Minnesota,0.43,,,
1949,25,Mississippi,0.44,,,
1949,26,Missouri,0.42,,,
1949,27,Montana,0.42,,,
1949,28,Nebraska,0.44,,,
1949,29,Nevada,0.42,,,
1949,30,New Hampshire,0.41,,,
1949,31,New Jersey,0.41,,,
1949,32,New Mexico,0.44,,,
1949,33,New York,0.44,,,
1949,34,North Carolina,0.43,,,
1949,35,North Dakota,0.42,,,
1949,36,Ohio,0.40,,,
1949,37,Oklahoma,0.44,,,
1949,38,Oregon,0.40,,,
1949,39,Pennsylvania,0.40,,,
1949,40,Rhode Island,0.42,,,
1949,41,South Carolina,0.39,,,
1949,42,South Dakota,0.44,,,
1949,43,Tennessee,0.41,,,
1949,44,Texas,0.43,,,
1949,45,Utah,0.39,,,
1949,46,Vermont,0.42,,,
1949,47,Virginia,0.41,,,
1949,48,Washington,0.40,,,
1949,49,West Virginia,0.38,,,
1949,50,Wisconsin,0.40,,,
1949,51,Wyoming,0.41,,,
1950,0,United States,0.44,,,
1950,1,Alabama,0.43,,,
1950,3,Arizona,0.42,,,
1950,4,Arkansas,0.43,,,
1950,5,California,0.43,,,
1950,6,Colorado,0.44,,,
1950,7,Connecticut,0.44,,,
1950,8,Delaware,0.54,,,
1950,9,District of Columbia,0.42,,,
1950,10,Florida,0.46,,,
1950,11,Georgia,0.42,,,
1950,13,Idaho,0.42,,,
1950,14,Illinois,0.42,,,
1950,15,Indiana,0.39,,,
1950,16,Iowa,0.41,,,
1950,17,Kansas,0.44,,,
1950,18,Kentucky,0.42,,,
1950,19,Louisiana,0.43,,,
1950,20,Maine,0.42,,,
1950,21,Maryland,0.43,,,
1950,22,Massachusetts,0.42,,,
1950,23,Michigan,0.40,,,
1950,24,Minnesota,0.41,,,
1950,25,Mississippi,0.44,,,
1950,26,Missouri,0.43,,,
1950,27,Montana,0.42,,,
1950,28,Nebraska,0.42,,,
1950,29,Nevada,0.44,,,
1950,30,New Hampshire,0.41,,,
1950,31,New Jersey,0.41,,,
1950,32,New Mexico,0.42,,,
1950,33,New York,0.45,,,
1950,34,North Carolina,0.42,,,
1950,35,North Dakota,0.43,,,
1950,36,Ohio,0.40,,,
1950,37,Oklahoma,0.44,,,
1950,38,Oregon,0.42,,,
1950,39,Pennsylvania,0.40,,,
1950,40,Rhode Island,0.42,,,
1950,41,South Carolina,0.42,,,
1950,42,South Dakota,0.43,,,
1950,43,Tennessee,0.44,,,
1950,44,Texas,0.45,,,
1950,45,Utah,0.39,,,
1950,46,Vermont,0.41,,,
1950,47,Virginia,0.42,,,
1950,48,Washington,0.40,,,
1950,49,West Virginia,0.39,,,
1950,50,Wisconsin,0.41,,,
1950,51,Wyoming,0.42,,,
1951,0,United States,0.43,,,
1951,1,Alabama,0.41,,,
1951,3,Arizona,0.43,,,
1951,4,Arkansas,0.44,,,
1951,5,California,0.42,,,
1951,6,Colorado,0.44,,,
1951,7,Connecticut,0.42,,,
1951,8,Delaware,0.51,,,
1951,9,District of Columbia,0.42,,,
1951,10,Florida,0.45,,,
1951,11,Georgia,0.43,,,
1951,13,Idaho,0.40,,,
1951,14,Illinois,0.41,,,
1951,15,Indiana,0.40,,,
1951,16,Iowa,0.41,,,
1951,17,Kansas,0.43,,,
1951,18,Kentucky,0.43,,,
1951,19,Louisiana,0.43,,,
1951,20,Maine,0.41,,,
1951,21,Maryland,0.43,,,
1951,22,Massachusetts,0.41,,,
1951,23,Michigan,0.40,,,
1951,24,Minnesota,0.42,,,
1951,25,Mississippi,0.43,,,
1951,26,Missouri,0.44,,,
1951,27,Montana,0.42,,,
1951,28,Nebraska,0.42,,,
1951,29,Nevada,0.45,,,
1951,30,New Hampshire,0.40,,,
1951,31,New Jersey,0.40,,,
1951,32,New Mexico,0.44,,,
1951,33,New York,0.45,,,
1951,34,North Carolina,0.42,,,
1951,35,North Dakota,0.42,,,
1951,36,Ohio,0.40,,,
1951,37,Oklahoma,0.44,,,
1951,38,Oregon,0.42,,,
1951,39,Pennsylvania,0.40,,,
1951,40,Rhode Island,0.42,,,
1951,41,South Carolina,0.40,,,
1951,42,South Dakota,0.43,,,
1951,43,Tennessee,0.43,,,
1951,44,Texas,0.45,,,
1951,45,Utah,0.39,,,
1951,46,Vermont,0.41,,,
1951,47,Virginia,0.42,,,
1951,48,Washington,0.39,,,
1951,49,West Virginia,0.39,,,
1951,50,Wisconsin,0.40,,,
1951,51,Wyoming,0.45,,,
1952,0,United States,0.43,,,
1952,1,Alabama,0.42,,,
1952,3,Arizona,0.42,,,
1952,4,Arkansas,0.44,,,
1952,5,California,0.41,,,
1952,6,Colorado,0.44,,,
1952,7,Connecticut,0.43,,,
1952,8,Delaware,0.49,,,
1952,9,District of Columbia,0.42,,,
1952,10,Florida,0.44,,,
1952,11,Georgia,0.43,,,
1952,13,Idaho,0.43,,,
1952,14,Illinois,0.41,,,
1952,15,Indiana,0.39,,,
1952,16,Iowa,0.41,,,
1952,17,Kansas,0.44,,,
1952,18,Kentucky,0.41,,,
1952,19,Louisiana,0.43,,,
1952,20,Maine,0.40,,,
1952,21,Maryland,0.42,,,
1952,22,Massachusetts,0.42,,,
1952,23,Michigan,0.40,,,
1952,24,Minnesota,0.42,,,
1952,25,Mississippi,0.44,,,
1952,26,Missouri,0.44,,,
1952,27,Montana,0.42,,,
1952,28,Nebraska,0.42,,,
1952,29,Nevada,0.40,,,
1952,30,New Hampshire,0.41,,,
1952,31,New Jersey,0.40,,,
1952,32,New Mexico,0.43,,,
1952,33,New York,0.43,,,
1952,34,North Carolina,0.43,,,
1952,35,North Dakota,0.42,,,
1952,36,Ohio,0.40,,,
1952,37,Oklahoma,0.44,,,
1952,38,Oregon,0.42,,,
1952,39,Pennsylvania,0.40,,,
1952,40,Rhode Island,0.40,,,
1952,41,South Carolina,0.41,,,
1952,42,South Dakota,0.44,,,
1952,43,Tennessee,0.43,,,
1952,44,Texas,0.44,,,
1952,45,Utah,0.41,,,
1952,46,Vermont,0.42,,,
1952,47,Virginia,0.43,,,
1952,48,Washington,0.40,,,
1952,49,West Virginia,0.39,,,
1952,50,Wisconsin,0.40,,,
1952,51,Wyoming,0.42,,,
1953,0,United States,0.43,,,
1953,1,Alabama,0.41,,,
1953,3,Arizona,0.41,,,
1953,4,Arkansas,0.43,,,
1953,5,California,0.41,,,
1953,6,Colorado,0.42,,,
1953,7,Connecticut,0.40,,,
1953,8,Delaware,0.47,,,
1953,9,District of Columbia,0.41,,,
1953,10,Florida,0.44,,,
1953,11,Georgia,0.43,,,
1953,13,Idaho,0.41,,,
1953,14,Illinois,0.42,,,
1953,15,Indiana,0.39,,,
1953,16,Iowa,0.41,,,
1953,17,Kansas,0.43,,,
1953,18,Kentucky,0.42,,,
1953,19,Louisiana,0.43,,,
1953,20,Maine,0.39,,,
1953,21,Maryland,0.41,,,
1953,22,Massachusetts,0.41,,,
1953,23,Michigan,0.40,,,
1953,24,Minnesota,0.43,,,
1953,25,Mississippi,0.43,,,
1953,26,Missouri,0.44,,,
1953,27,Montana,0.42,,,
1953,28,Nebraska,0.42,,,
1953,29,Nevada,0.39,,,
1953,30,New Hampshire,0.41,,,
1953,31,New Jersey,0.39,,,
1953,32,New Mexico,0.42,,,
1953,33,New York,0.43,,,
1953,34,North Carolina,0.42,,,
1953,35,North Dakota,0.44,,,
1953,36,Ohio,0.39,,,
1953,37,Oklahoma,0.43,,,
1953,38,Oregon,0.42,,,
1953,39,Pennsylvania,0.39,,,
1953,40,Rhode Island,0.40,,,
1953,41,South Carolina,0.40,,,
1953,42,South Dakota,0.43,,,
1953,43,Tennessee,0.43,,,
1953,44,Texas,0.44,,,
1953,45,Utah,0.40,,,
1953,46,Vermont,0.42,,,
1953,47,Virginia,0.42,,,
1953,48,Washington,0.40,,,
1953,49,West Virginia,0.39,,,
1953,50,Wisconsin,0.41,,,
1953,51,Wyoming,0.40,,,
1954,0,United States,0.43,,,
1954,1,Alabama,0.41,,,
1954,3,Arizona,0.43,,,
1954,4,Arkansas,0.45,,,
1954,5,California,0.41,,,
1954,6,Colorado,0.42,,,
1954,7,Connecticut,0.42,,,
1954,8,Delaware,0.53,,,
1954,9,District of Columbia,0.43,,,
1954,10,Florida,0.45,,,
1954,11,Georgia,0.44,,,
1954,13,Idaho,0.38,,,
1954,14,Illinois,0.42,,,
1954,15,Indiana,0.39,,,
1954,16,Iowa,0.42,,,
1954,17,Kansas,0.42,,,
1954,18,Kentucky,0.44,,,
1954,19,Louisiana,0.43,,,
1954,20,Maine,0.43,,,
1954,21,Maryland,0.41,,,
1954,22,Massachusetts,0.41,,,
1954,23,Michigan,0.40,,,
1954,24,Minnesota,0.42,,,
1954,25,Mississippi,0.43,,,
1954,26,Missouri,0.44,,,
1954,27,Montana,0.40,,,
1954,28,Nebraska,0.44,,,
1954,29,Nevada,0.43,,,
1954,30,New Hampshire,0.41,,,
1954,31,New Jersey,0.41,,,
1954,32,New Mexico,0.44,,,
1954,33,New York,0.44,,,
1954,34,North Carolina,0.43,,,
1954,35,North Dakota,0.45,,,
1954,36,Ohio,0.40,,,
1954,37,Oklahoma,0.44,,,
1954,38,Oregon,0.40,,,
1954,39,Pennsylvania,0.41,,,
1954,40,Rhode Island,0.43,,,
1954,41,South Carolina,0.41,,,
1954,42,South Dakota,0.42,,,
1954,43,Tennessee,0.42,,,
1954,44,Texas,0.44,,,
1954,45,Utah,0.40,,,
1954,46,Vermont,0.41,,,
1954,47,Virginia,0.43,,,
1954,48,Washington,0.40,,,
1954,49,West Virginia,0.41,,,
1954,50,Wisconsin,0.41,,,
1954,51,Wyoming,0.42,,,
1955,0,United States,0.44,,,
1955,1,Alabama,0.43,,,
1955,3,Arizona,0.42,,,
1955,4,Arkansas,0.44,,,
1955,5,California,0.43,,,
1955,6,Colorado,0.48,,,
1955,7,Connecticut,0.42,,,
1955,8,Delaware,0.51,,,
1955,9,District of Columbia,0.43,,,
1955,10,Florida,0.47,,,
1955,11,Georgia,0.44,,,
1955,13,Idaho,0.44,,,
1955,14,Illinois,0.43,,,
1955,15,Indiana,0.41,,,
1955,16,Iowa,0.46,,,
1955,17,Kansas,0.46,,,
1955,18,Kentucky,0.45,,,
1955,19,Louisiana,0.44,,,
1955,20,Maine,0.44,,,
1955,21,Maryland,0.42,,,
1955,22,Massachusetts,0.43,,,
1955,23,Michigan,0.40,,,
1955,24,Minnesota,0.44,,,
1955,25,Mississippi,0.44,,,
1955,26,Missouri,0.45,,,
1955,27,Montana,0.44,,,
1955,28,Nebraska,0.49,,,
1955,29,Nevada,0.46,,,
1955,30,New Hampshire,0.42,,,
1955,31,New Jersey,0.41,,,
1955,32,New Mexico,0.45,,,
1955,33,New York,0.45,,,
1955,34,North Carolina,0.43,,,
1955,35,North Dakota,0.49,,,
1955,36,Ohio,0.40,,,
1955,37,Oklahoma,0.46,,,
1955,38,Oregon,0.42,,,
1955,39,Pennsylvania,0.41,,,
1955,40,Rhode Island,0.45,,,
1955,41,South Carolina,0.41,,,
1955,42,South Dakota,0.47,,,
1955,43,Tennessee,0.45,,,
1955,44,Texas,0.47,,,
1955,45,Utah,0.40,,,
1955,46,Vermont,0.47,,,
1955,47,Virginia,0.44,,,
1955,48,Washington,0.41,,,
1955,49,West Virginia,0.41,,,
1955,50,Wisconsin,0.42,,,
1955,51,Wyoming,0.45,,,
1956,0,United States,0.44,,,
1956,1,Alabama,0.44,,,
1956,3,Arizona,0.43,,,
1956,4,Arkansas,0.48,,,
1956,5,California,0.42,,,
1956,6,Colorado,0.46,,,
1956,7,Connecticut,0.42,,,
1956,8,Delaware,0.49,,,
1956,9,District of Columbia,0.45,,,
1956,10,Florida,0.48,,,
1956,11,Georgia,0.44,,,
1956,13,Idaho,0.44,,,
1956,14,Illinois,0.42,,,
1956,15,Indiana,0.41,,,
1956,16,Iowa,0.43,,,
1956,17,Kansas,0.46,,,
1956,18,Kentucky,0.45,,,
1956,19,Louisiana,0.45,,,
1956,20,Maine,0.44,,,
1956,21,Maryland,0.41,,,
1956,22,Massachusetts,0.42,,,
1956,23,Michigan,0.42,,,
1956,24,Minnesota,0.43,,,
1956,25,Mississippi,0.47,,,
1956,26,Missouri,0.44,,,
1956,27,Montana,0.45,,,
1956,28,Nebraska,0.48,,,
1956,29,Nevada,0.44,,,
1956,30,New Hampshire,0.42,,,
1956,31,New Jersey,0.41,,,
1956,32,New Mexico,0.45,,,
1956,33,New York,0.45,,,
1956,34,North Carolina,0.45,,,
1956,35,North Dakota,0.45,,,
1956,36,Ohio,0.40,,,
1956,37,Oklahoma,0.47,,,
1956,38,Oregon,0.42,,,
1956,39,Pennsylvania,0.41,,,
1956,40,Rhode Island,0.41,,,
1956,41,South Carolina,0.43,,,
1956,42,South Dakota,0.47,,,
1956,43,Tennessee,0.45,,,
1956,44,Texas,0.46,,,
1956,45,Utah,0.40,,,
1956,46,Vermont,0.44,,,
1956,47,Virginia,0.45,,,
1956,48,Washington,0.41,,,
1956,49,West Virginia,0.42,,,
1956,50,Wisconsin,0.42,,,
1956,51,Wyoming,0.43,,,
1957,0,United States,0.44,,,
1957,1,Alabama,0.43,,,
1957,3,Arizona,0.44,,,
1957,4,Arkansas,0.47,,,
1957,5,California,0.43,,,
1957,6,Colorado,0.45,,,
1957,7,Connecticut,0.43,,,
1957,8,Delaware,0.52,,,
1957,9,District of Columbia,0.45,,,
1957,10,Florida,0.46,,,
1957,11,Georgia,0.44,,,
1957,13,Idaho,0.45,,,
1957,14,Illinois,0.42,,,
1957,15,Indiana,0.41,,,
1957,16,Iowa,0.43,,,
1957,17,Kansas,0.46,,,
1957,18,Kentucky,0.46,,,
1957,19,Louisiana,0.44,,,
1957,20,Maine,0.43,,,
1957,21,Maryland,0.42,,,
1957,22,Massachusetts,0.42,,,
1957,23,Michigan,0.41,,,
1957,24,Minnesota,0.44,,,
1957,25,Mississippi,0.46,,,
1957,26,Missouri,0.45,,,
1957,27,Montana,0.44,,,
1957,28,Nebraska,0.48,,,
1957,29,Nevada,0.44,,,
1957,30,New Hampshire,0.41,,,
1957,31,New Jersey,0.41,,,
1957,32,New Mexico,0.46,,,
1957,33,New York,0.44,,,
1957,34,North Carolina,0.45,,,
1957,35,North Dakota,0.47,,,
1957,36,Ohio,0.40,,,
1957,37,Oklahoma,0.46,,,
1957,38,Oregon,0.45,,,
1957,39,Pennsylvania,0.41,,,
1957,40,Rhode Island,0.43,,,
1957,41,South Carolina,0.42,,,
1957,42,South Dakota,0.47,,,
1957,43,Tennessee,0.45,,,
1957,44,Texas,0.47,,,
1957,45,Utah,0.41,,,
1957,46,Vermont,0.42,,,
1957,47,Virginia,0.43,,,
1957,48,Washington,0.42,,,
1957,49,West Virginia,0.41,,,
1957,50,Wisconsin,0.42,,,
1957,51,Wyoming,0.40,,,
1958,0,United States,0.44,,,
1958,1,Alabama,0.44,,,
1958,3,Arizona,0.45,,,
1958,4,Arkansas,0.47,,,
1958,5,California,0.43,,,
1958,6,Colorado,0.44,,,
1958,7,Connecticut,0.43,,,
1958,8,Delaware,0.49,,,
1958,9,District of Columbia,0.45,,,
1958,10,Florida,0.47,,,
1958,11,Georgia,0.45,,,
1958,13,Idaho,0.43,,,
1958,14,Illinois,0.43,,,
1958,15,Indiana,0.41,,,
1958,16,Iowa,0.43,,,
1958,17,Kansas,0.44,,,
1958,18,Kentucky,0.46,,,
1958,19,Louisiana,0.44,,,
1958,20,Maine,0.46,,,
1958,21,Maryland,0.43,,,
1958,22,Massachusetts,0.43,,,
1958,23,Michigan,0.42,,,
1958,24,Minnesota,0.45,,,
1958,25,Mississippi,0.47,,,
1958,26,Missouri,0.46,,,
1958,27,Montana,0.46,,,
1958,28,Nebraska,0.44,,,
1958,29,Nevada,0.41,,,
1958,30,New Hampshire,0.43,,,
1958,31,New Jersey,0.42,,,
1958,32,New Mexico,0.51,,,
1958,33,New York,0.45,,,
1958,34,North Carolina,0.44,,,
1958,35,North Dakota,0.45,,,
1958,36,Ohio,0.42,,,
1958,37,Oklahoma,0.45,,,
1958,38,Oregon,0.43,,,
1958,39,Pennsylvania,0.42,,,
1958,40,Rhode Island,0.42,,,
1958,41,South Carolina,0.43,,,
1958,42,South Dakota,0.46,,,
1958,43,Tennessee,0.48,,,
1958,44,Texas,0.46,,,
1958,45,Utah,0.41,,,
1958,46,Vermont,0.44,,,
1958,47,Virginia,0.45,,,
1958,48,Washington,0.41,,,
1958,49,West Virginia,0.43,,,
1958,50,Wisconsin,0.42,,,
1958,51,Wyoming,0.43,,,
1959,0,United States,0.45,,,
1959,1,Alabama,0.44,,,
1959,2,Alaska,0.44,,,
1959,3,Arizona,0.47,,,
1959,4,Arkansas,0.47,,,
1959,5,California,0.44,,,
1959,6,Colorado,0.46,,,
1959,7,Connecticut,0.43,,,
1959,8,Delaware,0.50,,,
1959,9,District of Columbia,0.47,,,
1959,10,Florida,0.48,,,
1959,11,Georgia,0.45,,,
1959,12,Hawaii,0.45,,,
1959,13,Idaho,0.45,,,
1959,14,Illinois,0.43,,,
1959,15,Indiana,0.42,,,
1959,16,Iowa,0.47,,,
1959,17,Kansas,0.44,,,
1959,18,Kentucky,0.46,,,
1959,19,Louisiana,0.46,,,
1959,20,Maine,0.45,,,
1959,21,Maryland,0.44,,,
1959,22,Massachusetts,0.43,,,
1959,23,Michigan,0.42,,,
1959,24,Minnesota,0.46,,,
1959,25,Mississippi,0.50,,,
1959,26,Missouri,0.46,,,
1959,27,Montana,0.45,,,
1959,28,Nebraska,0.47,,,
1959,29,Nevada,0.44,,,
1959,30,New Hampshire,0.43,,,
1959,31,New Jersey,0.42,,,
1959,32,New Mexico,0.44,,,
1959,33,New York,0.46,,,
1959,34,North Carolina,0.45,,,
1959,35,North Dakota,0.47,,,
1959,36,Ohio,0.41,,,
1959,37,Oklahoma,0.46,,,
1959,38,Oregon,0.43,,,
1959,39,Pennsylvania,0.42,,,
1959,40,Rhode Island,0.42,,,
1959,41,South Carolina,0.44,,,
1959,42,South Dakota,0.47,,,
1959,43,Tennessee,0.47,,,
1959,44,Texas,0.47,,,
1959,45,Utah,0.43,,,
1959,46,Vermont,0.44,,,
1959,47,Virginia,0.45,,,
1959,48,Washington,0.41,,,
1959,49,West Virginia,0.43,,,
1959,50,Wisconsin,0.42,,,
1959,51,Wyoming,0.42,,,
1960,0,United States,0.44,,,
1960,1,Alabama,0.44,,,
1960,2,Alaska,0.44,,,
1960,3,Arizona,0.46,,,
1960,4,Arkansas,0.47,,,
1960,5,California,0.43,,,
1960,6,Colorado,0.44,,,
1960,7,Connecticut,0.43,,,
1960,8,Delaware,0.52,,,
1960,9,District of Columbia,0.46,,,
1960,10,Florida,0.47,,,
1960,11,Georgia,0.45,,,
1960,12,Hawaii,0.46,,,
1960,13,Idaho,0.44,,,
1960,14,Illinois,0.43,,,
1960,15,Indiana,0.41,,,
1960,16,Iowa,0.44,,,
1960,17,Kansas,0.45,,,
1960,18,Kentucky,0.46,,,
1960,19,Louisiana,0.46,,,
1960,20,Maine,0.43,,,
1960,21,Maryland,0.43,,,
1960,22,Massachusetts,0.44,,,
1960,23,Michigan,0.42,,,
1960,24,Minnesota,0.46,,,
1960,25,Mississippi,0.47,,,
1960,26,Missouri,0.46,,,
1960,27,Montana,0.45,,,
1960,28,Nebraska,0.46,,,
1960,29,Nevada,0.43,,,
1960,30,New Hampshire,0.42,,,
1960,31,New Jersey,0.42,,,
1960,32,New Mexico,0.46,,,
1960,33,New York,0.45,,,
1960,34,North Carolina,0.45,,,
1960,35,North Dakota,0.48,,,
1960,36,Ohio,0.41,,,
1960,37,Oklahoma,0.47,,,
1960,38,Oregon,0.43,,,
1960,39,Pennsylvania,0.41,,,
1960,40,Rhode Island,0.43,,,
1960,41,South Carolina,0.44,,,
1960,42,South Dakota,0.50,,,
1960,43,Tennessee,0.47,,,
1960,44,Texas,0.48,,,
1960,45,Utah,0.44,,,
1960,46,Vermont,0.45,,,
1960,47,Virginia,0.45,,,
1960,48,Washington,0.41,,,
1960,49,West Virginia,0.43,,,
1960,50,Wisconsin,0.42,,,
1960,51,Wyoming,0.45,,,
1961,0,United States,0.45,,,
1961,1,Alabama,0.45,,,
1961,2,Alaska,0.44,,,
1961,3,Arizona,0.45,,,
1961,4,Arkansas,0.47,,,
1961,5,California,0.44,,,
1961,6,Colorado,0.45,,,
1961,7,Connecticut,0.44,,,
1961,8,Delaware,0.49,,,
1961,9,District of Columbia,0.46,,,
1961,10,Florida,0.47,,,
1961,11,Georgia,0.45,,,
1961,12,Hawaii,0.47,,,
1961,13,Idaho,0.44,,,
1961,14,Illinois,0.44,,,
1961,15,Indiana,0.42,,,
1961,16,Iowa,0.45,,,
1961,17,Kansas,0.45,,,
1961,18,Kentucky,0.47,,,
1961,19,Louisiana,0.46,,,
1961,20,Maine,0.46,,,
1961,21,Maryland,0.44,,,
1961,22,Massachusetts,0.43,,,
1961,23,Michigan,0.43,,,
1961,24,Minnesota,0.45,,,
1961,25,Mississippi,0.47,,,
1961,26,Missouri,0.46,,,
1961,27,Montana,0.46,,,
1961,28,Nebraska,0.46,,,
1961,29,Nevada,0.46,,,
1961,30,New Hampshire,0.42,,,
1961,31,New Jersey,0.43,,,
1961,32,New Mexico,0.46,,,
1961,33,New York,0.46,,,
1961,34,North Carolina,0.46,,,
1961,35,North Dakota,0.49,,,
1961,36,Ohio,0.42,,,
1961,37,Oklahoma,0.47,,,
1961,38,Oregon,0.44,,,
1961,39,Pennsylvania,0.42,,,
1961,40,Rhode Island,0.42,,,
1961,41,South Carolina,0.43,,,
1961,42,South Dakota,0.46,,,
1961,43,Tennessee,0.47,,,
1961,44,Texas,0.47,,,
1961,45,Utah,0.42,,,
1961,46,Vermont,0.45,,,
1961,47,Virginia,0.45,,,
1961,48,Washington,0.42,,,
1961,49,West Virginia,0.43,,,
1961,50,Wisconsin,0.43,,,
1961,51,Wyoming,0.46,,,
1962,0,United States,0.45,,,
1962,1,Alabama,0.44,,,
1962,2,Alaska,0.45,,,
1962,3,Arizona,0.45,,,
1962,4,Arkansas,0.47,,,
1962,5,California,0.44,,,
1962,6,Colorado,0.44,,,
1962,7,Connecticut,0.44,,,
1962,8,Delaware,0.50,,,
1962,9,District of Columbia,0.46,,,
1962,10,Florida,0.48,,,
1962,11,Georgia,0.46,,,
1962,12,Hawaii,0.46,,,
1962,13,Idaho,0.46,,,
1962,14,Illinois,0.44,,,
1962,15,Indiana,0.43,,,
1962,16,Iowa,0.44,,,
1962,17,Kansas,0.46,,,
1962,18,Kentucky,0.46,,,
1962,19,Louisiana,0.46,,,
1962,20,Maine,0.42,,,
1962,21,Maryland,0.44,,,
1962,22,Massachusetts,0.43,,,
1962,23,Michigan,0.41,,,
1962,24,Minnesota,0.45,,,
1962,25,Mississippi,0.46,,,
1962,26,Missouri,0.45,,,
1962,27,Montana,0.48,,,
1962,28,Nebraska,0.47,,,
1962,29,Nevada,0.46,,,
1962,30,New Hampshire,0.41,,,
1962,31,New Jersey,0.43,,,
1962,32,New Mexico,0.46,,,
1962,33,New York,0.46,,,
1962,34,North Carolina,0.46,,,
1962,35,North Dakota,0.45,,,
1962,36,Ohio,0.42,,,
1962,37,Oklahoma,0.49,,,
1962,38,Oregon,0.44,,,
1962,39,Pennsylvania,0.42,,,
1962,40,Rhode Island,0.43,,,
1962,41,South Carolina,0.44,,,
1962,42,South Dakota,0.47,,,
1962,43,Tennessee,0.46,,,
1962,44,Texas,0.48,,,
1962,45,Utah,0.43,,,
1962,46,Vermont,0.46,,,
1962,47,Virginia,0.46,,,
1962,48,Washington,0.42,,,
1962,49,West Virginia,0.45,,,
1962,50,Wisconsin,0.43,,,
1962,51,Wyoming,0.47,,,
1963,0,United States,0.45,,,
1963,1,Alabama,0.45,,,
1963,2,Alaska,0.41,,,
1963,3,Arizona,0.46,,,
1963,4,Arkansas,0.48,,,
1963,5,California,0.45,,,
1963,6,Colorado,0.46,,,
1963,7,Connecticut,0.43,,,
1963,8,Delaware,0.52,,,
1963,9,District of Columbia,0.47,,,
1963,10,Florida,0.48,,,
1963,11,Georgia,0.46,,,
1963,12,Hawaii,0.46,,,
1963,13,Idaho,0.47,,,
1963,14,Illinois,0.45,,,
1963,15,Indiana,0.43,,,
1963,16,Iowa,0.45,,,
1963,17,Kansas,0.45,,,
1963,18,Kentucky,0.48,,,
1963,19,Louisiana,0.46,,,
1963,20,Maine,0.44,,,
1963,21,Maryland,0.45,,,
1963,22,Massachusetts,0.44,,,
1963,23,Michigan,0.43,,,
1963,24,Minnesota,0.47,,,
1963,25,Mississippi,0.46,,,
1963,26,Missouri,0.46,,,
1963,27,Montana,0.46,,,
1963,28,Nebraska,0.48,,,
1963,29,Nevada,0.46,,,
1963,30,New Hampshire,0.43,,,
1963,31,New Jersey,0.43,,,
1963,32,New Mexico,0.47,,,
1963,33,New York,0.46,,,
1963,34,North Carolina,0.46,,,
1963,35,North Dakota,0.47,,,
1963,36,Ohio,0.42,,,
1963,37,Oklahoma,0.48,,,
1963,38,Oregon,0.43,,,
1963,39,Pennsylvania,0.42,,,
1963,40,Rhode Island,0.42,,,
1963,41,South Carolina,0.44,,,
1963,42,South Dakota,0.49,,,
1963,43,Tennessee,0.47,,,
1963,44,Texas,0.48,,,
1963,45,Utah,0.43,,,
1963,46,Vermont,0.44,,,
1963,47,Virginia,0.46,,,
1963,48,Washington,0.42,,,
1963,49,West Virginia,0.44,,,
1963,50,Wisconsin,0.44,,,
1963,51,Wyoming,0.47,,,
1964,0,United States,0.46,,,
1964,1,Alabama,0.46,,,
1964,2,Alaska,0.47,,,
1964,3,Arizona,0.46,,,
1964,4,Arkansas,0.48,,,
1964,5,California,0.45,,,
1964,6,Colorado,0.46,,,
1964,7,Connecticut,0.45,,,
1964,8,Delaware,0.53,,,
1964,9,District of Columbia,0.48,,,
1964,10,Florida,0.50,,,
1964,11,Georgia,0.47,,,
1964,12,Hawaii,0.48,,,
1964,13,Idaho,0.46,,,
1964,14,Illinois,0.44,,,
1964,15,Indiana,0.43,,,
1964,16,Iowa,0.46,,,
1964,17,Kansas,0.46,,,
1964,18,Kentucky,0.46,,,
1964,19,Louisiana,0.46,,,
1964,20,Maine,0.44,,,
1964,21,Maryland,0.46,,,
1964,22,Massachusetts,0.44,,,
1964,23,Michigan,0.43,,,
1964,24,Minnesota,0.46,,,
1964,25,Mississippi,0.46,,,
1964,26,Missouri,0.46,,,
1964,27,Montana,0.47,,,
1964,28,Nebraska,0.49,,,
1964,29,Nevada,0.45,,,
1964,30,New Hampshire,0.43,,,
1964,31,New Jersey,0.43,,,
1964,32,New Mexico,0.49,,,
1964,33,New York,0.46,,,
1964,34,North Carolina,0.45,,,
1964,35,North Dakota,0.48,,,
1964,36,Ohio,0.42,,,
1964,37,Oklahoma,0.48,,,
1964,38,Oregon,0.45,,,
1964,39,Pennsylvania,0.43,,,
1964,40,Rhode Island,0.45,,,
1964,41,South Carolina,0.45,,,
1964,42,South Dakota,0.50,,,
1964,43,Tennessee,0.46,,,
1964,44,Texas,0.49,,,
1964,45,Utah,0.42,,,
1964,46,Vermont,0.45,,,
1964,47,Virginia,0.46,,,
1964,48,Washington,0.43,,,
1964,49,West Virginia,0.44,,,
1964,50,Wisconsin,0.44,,,
1964,51,Wyoming,0.46,,,
1965,0,United States,0.46,,,
